,MeshBlockCode,LgaCode,LgaName
4686,40046484000,41560,Copper Coast (DC)
4687,40046485000,41560,Copper Coast (DC)
4688,40046490000,41560,Copper Coast (DC)
4689,40046500000,41560,Copper Coast (DC)
4690,40046510000,41560,Copper Coast (DC)
4691,40046520000,41560,Copper Coast (DC)
4692,40046530000,41560,Copper Coast (DC)
4693,40046540000,41560,Copper Coast (DC)
4694,40046551000,41560,Copper Coast (DC)
4695,40046552100,41560,Copper Coast (DC)
4696,40046552200,41560,Copper Coast (DC)
4697,40046552300,41560,Copper Coast (DC)
4698,40046552400,41560,Copper Coast (DC)
4699,40046552500,41560,Copper Coast (DC)
4700,40046552600,41560,Copper Coast (DC)
4701,40046553100,41560,Copper Coast (DC)
4702,40046553200,41560,Copper Coast (DC)
4703,40046554000,41560,Copper Coast (DC)
4704,40046555000,41560,Copper Coast (DC)
4705,40046560000,41560,Copper Coast (DC)
4706,40046572000,41560,Copper Coast (DC)
4707,40046574000,41560,Copper Coast (DC)
4708,40046580000,41560,Copper Coast (DC)
4709,40046591000,41560,Copper Coast (DC)
4710,40046592000,41560,Copper Coast (DC)
4711,40046601000,41560,Copper Coast (DC)
4712,40046602000,41560,Copper Coast (DC)
4713,40046603000,41560,Copper Coast (DC)
4714,40046610000,41560,Copper Coast (DC)
4715,40046620000,41560,Copper Coast (DC)
4716,40046630000,41560,Copper Coast (DC)
4717,40046641000,41560,Copper Coast (DC)
4718,40046642000,41560,Copper Coast (DC)
4719,40046650000,41560,Copper Coast (DC)
4720,40046660000,41560,Copper Coast (DC)
4721,40046680000,41560,Copper Coast (DC)
4722,40046690000,41560,Copper Coast (DC)
4723,40046700000,41560,Copper Coast (DC)
4724,40046710000,41560,Copper Coast (DC)
4725,40046720000,41560,Copper Coast (DC)
4726,40046730000,41560,Copper Coast (DC)
4727,40046740000,41560,Copper Coast (DC)
4728,40046750000,41560,Copper Coast (DC)
4729,40046760000,41560,Copper Coast (DC)
4730,40046770000,41560,Copper Coast (DC)
4731,40046781000,41560,Copper Coast (DC)
4732,40046782000,41560,Copper Coast (DC)
4733,40046783000,41560,Copper Coast (DC)
4734,40046784000,41560,Copper Coast (DC)
4735,40046785000,41560,Copper Coast (DC)
4736,40046786000,41560,Copper Coast (DC)
4737,40046790000,41560,Copper Coast (DC)
4738,40046800000,41560,Copper Coast (DC)
4739,40046811000,41560,Copper Coast (DC)
4740,40046812000,41560,Copper Coast (DC)
4741,40046814000,41560,Copper Coast (DC)
4742,40046820000,41560,Copper Coast (DC)
4743,40046840000,41560,Copper Coast (DC)
4744,40046850000,41560,Copper Coast (DC)
4745,40046870000,41560,Copper Coast (DC)
4746,40046880000,41560,Copper Coast (DC)
4747,40046890000,41560,Copper Coast (DC)
4748,40046900000,41560,Copper Coast (DC)
4749,40046910000,41560,Copper Coast (DC)
4750,40046920000,41560,Copper Coast (DC)
4751,40046930000,41560,Copper Coast (DC)
4752,40046940000,41560,Copper Coast (DC)
4753,40046950000,41560,Copper Coast (DC)
4754,40046960000,41560,Copper Coast (DC)
4755,40046970000,41560,Copper Coast (DC)
4756,40046980000,41560,Copper Coast (DC)
4757,40046990000,41560,Copper Coast (DC)
4758,40047010000,41560,Copper Coast (DC)
4759,40047020000,41560,Copper Coast (DC)
4760,40047030000,41560,Copper Coast (DC)
4761,40047040000,41560,Copper Coast (DC)
4762,40047050000,41560,Copper Coast (DC)
4763,40047060000,41560,Copper Coast (DC)
4764,40047070000,41560,Copper Coast (DC)
4765,40047080000,41560,Copper Coast (DC)
4766,40047090000,41560,Copper Coast (DC)
4767,40047111000,41560,Copper Coast (DC)
4768,40047112000,41560,Copper Coast (DC)
4769,40047120000,41560,Copper Coast (DC)
4770,40047130000,41560,Copper Coast (DC)
4771,40047140000,41560,Copper Coast (DC)
4772,40047150000,41560,Copper Coast (DC)
4773,40047160000,41560,Copper Coast (DC)
4774,40047170000,41560,Copper Coast (DC)
4775,40047180000,41560,Copper Coast (DC)
4776,40047200000,41560,Copper Coast (DC)
4777,40047210000,41560,Copper Coast (DC)
4778,40047230000,41560,Copper Coast (DC)
4779,40047240000,41560,Copper Coast (DC)
4780,40047260000,41560,Copper Coast (DC)
4781,40047270000,41560,Copper Coast (DC)
4782,40047280000,41560,Copper Coast (DC)
4783,40047290000,41560,Copper Coast (DC)
4784,40047300000,41560,Copper Coast (DC)
4785,40047310000,41560,Copper Coast (DC)
4786,40047321000,41560,Copper Coast (DC)
4787,40047330000,41560,Copper Coast (DC)
4788,40047340000,41560,Copper Coast (DC)
4789,40047350000,41560,Copper Coast (DC)
4790,40047370000,41560,Copper Coast (DC)
4791,40047380000,41560,Copper Coast (DC)
4792,40047400000,41560,Copper Coast (DC)
4793,40047410000,41560,Copper Coast (DC)
4794,40047421000,41560,Copper Coast (DC)
4795,40047422000,41560,Copper Coast (DC)
4796,40047430000,41560,Copper Coast (DC)
4797,40047440000,41560,Copper Coast (DC)
4798,40047450000,41560,Copper Coast (DC)
4799,40047460000,41560,Copper Coast (DC)
4800,40047470000,41560,Copper Coast (DC)
4801,40047480000,41560,Copper Coast (DC)
4802,40047490000,41560,Copper Coast (DC)
4803,40047500000,41560,Copper Coast (DC)
4804,40047510000,41560,Copper Coast (DC)
4805,40047520000,41560,Copper Coast (DC)
4806,40047530000,41560,Copper Coast (DC)
4807,40047540000,41560,Copper Coast (DC)
4808,40047550000,41560,Copper Coast (DC)
4809,40047560000,41560,Copper Coast (DC)
4810,40047570000,41560,Copper Coast (DC)
4811,40047580000,41560,Copper Coast (DC)
4812,40047590000,41560,Copper Coast (DC)
4813,40047600000,41560,Copper Coast (DC)
4814,40047611000,41560,Copper Coast (DC)
4815,40047612000,41560,Copper Coast (DC)
4816,40047621000,41560,Copper Coast (DC)
4817,40047623000,41560,Copper Coast (DC)
4818,40047630000,41560,Copper Coast (DC)
4819,40047640000,41560,Copper Coast (DC)
4820,40047651000,41560,Copper Coast (DC)
4821,40047653000,41560,Copper Coast (DC)
4822,40047660000,41560,Copper Coast (DC)
4823,40047670000,41560,Copper Coast (DC)
4824,40047680000,41560,Copper Coast (DC)
4825,40047691000,41560,Copper Coast (DC)
4826,40047692000,41560,Copper Coast (DC)
4827,40047700000,41560,Copper Coast (DC)
4828,40047710000,41560,Copper Coast (DC)
4829,40047722000,41560,Copper Coast (DC)
4830,40047723000,41560,Copper Coast (DC)
4831,40047724000,41560,Copper Coast (DC)
4832,40047730000,41560,Copper Coast (DC)
4833,40047740000,41560,Copper Coast (DC)
4834,40047750000,41560,Copper Coast (DC)
4835,40047760000,41560,Copper Coast (DC)
4836,40047770000,41560,Copper Coast (DC)
4837,40047780000,41560,Copper Coast (DC)
4838,40047790000,41560,Copper Coast (DC)
4839,40047800000,41560,Copper Coast (DC)
4840,40047810000,41560,Copper Coast (DC)
4841,40047820000,41560,Copper Coast (DC)
4842,40047830000,41560,Copper Coast (DC)
4843,40047840000,41560,Copper Coast (DC)
4844,40047851000,41560,Copper Coast (DC)
4845,40047852000,41560,Copper Coast (DC)
4846,40047860000,41560,Copper Coast (DC)
4847,40047870000,41560,Copper Coast (DC)
4848,40047881000,41560,Copper Coast (DC)
4849,40047882000,41560,Copper Coast (DC)
4850,40047890000,41560,Copper Coast (DC)
4851,40047900000,41560,Copper Coast (DC)
4852,40047910000,41560,Copper Coast (DC)
4853,40047920000,41560,Copper Coast (DC)
4854,40047930000,41560,Copper Coast (DC)
4855,40047940000,41560,Copper Coast (DC)
4856,40047950000,41560,Copper Coast (DC)
4857,40047960000,41560,Copper Coast (DC)
4858,40047970000,41560,Copper Coast (DC)
4859,40047980000,41560,Copper Coast (DC)
4860,40047990000,41560,Copper Coast (DC)
4861,40048000000,41560,Copper Coast (DC)
4862,40048010000,41560,Copper Coast (DC)
4863,40048020000,41560,Copper Coast (DC)
4864,40048030000,41560,Copper Coast (DC)
4865,40048040000,41560,Copper Coast (DC)
4866,40048050000,41560,Copper Coast (DC)
4867,40048060000,41560,Copper Coast (DC)
4868,40048090000,41560,Copper Coast (DC)
4869,40048100000,41560,Copper Coast (DC)
4870,40048110000,41560,Copper Coast (DC)
4871,40048130000,41560,Copper Coast (DC)
4872,40048150000,41560,Copper Coast (DC)
4873,40048160000,41560,Copper Coast (DC)
4874,40048170000,41560,Copper Coast (DC)
4875,40048180000,41560,Copper Coast (DC)
4876,40048190000,41560,Copper Coast (DC)
4877,40048200000,41560,Copper Coast (DC)
4878,40048210000,41560,Copper Coast (DC)
4879,40048230000,41560,Copper Coast (DC)
4880,40048240000,41560,Copper Coast (DC)
4881,40048250000,41560,Copper Coast (DC)
4882,40048260000,41560,Copper Coast (DC)
4883,40048270000,41560,Copper Coast (DC)
4884,40048280000,41560,Copper Coast (DC)
4885,40048290000,41560,Copper Coast (DC)
4886,40048300000,41560,Copper Coast (DC)
4887,40048310000,41560,Copper Coast (DC)
4888,40048320000,41560,Copper Coast (DC)
4889,40048330000,41560,Copper Coast (DC)
4890,40048340000,41560,Copper Coast (DC)
4891,40048350000,41560,Copper Coast (DC)
4892,40048360000,41560,Copper Coast (DC)
4893,40048370000,41560,Copper Coast (DC)
4894,40048400000,41560,Copper Coast (DC)
4895,40048410000,41560,Copper Coast (DC)
4896,40048420000,41560,Copper Coast (DC)
4897,40048440000,41560,Copper Coast (DC)
4898,40048450000,41560,Copper Coast (DC)
4899,40048460000,41560,Copper Coast (DC)
4900,40048470000,41560,Copper Coast (DC)
4901,40048480000,41560,Copper Coast (DC)
4902,40048490000,41560,Copper Coast (DC)
4903,40048500000,41560,Copper Coast (DC)
4904,40048530000,41560,Copper Coast (DC)
4905,40048540000,41560,Copper Coast (DC)
4906,40048550000,41560,Copper Coast (DC)
4907,40048561000,41560,Copper Coast (DC)
4908,40048562000,41560,Copper Coast (DC)
4909,40048563000,41560,Copper Coast (DC)
4910,40048570000,41560,Copper Coast (DC)
4911,40048580000,41560,Copper Coast (DC)
4912,40048590000,41560,Copper Coast (DC)
4913,40048600000,41560,Copper Coast (DC)
4914,40048610000,41560,Copper Coast (DC)
4915,40048620000,41560,Copper Coast (DC)
4916,40048630000,41560,Copper Coast (DC)
4917,40048640000,41560,Copper Coast (DC)
4918,40048660000,41560,Copper Coast (DC)
4919,40048670000,41560,Copper Coast (DC)
4920,40048680000,41560,Copper Coast (DC)
4921,40048690000,41560,Copper Coast (DC)
4922,40048700000,41560,Copper Coast (DC)
4923,40048710000,41560,Copper Coast (DC)
4924,40048720000,41560,Copper Coast (DC)
4925,40048730000,41560,Copper Coast (DC)
4926,40048740000,41560,Copper Coast (DC)
4927,40048750000,41560,Copper Coast (DC)
4928,40048760000,41560,Copper Coast (DC)
4929,40048770000,41560,Copper Coast (DC)
4930,40048780000,41560,Copper Coast (DC)
4931,40048790000,41560,Copper Coast (DC)
4932,40048800000,41560,Copper Coast (DC)
4933,40048810000,41560,Copper Coast (DC)
4934,40048820000,41560,Copper Coast (DC)
4935,40048850000,41560,Copper Coast (DC)
4936,40048860000,41560,Copper Coast (DC)
4937,40048870000,41560,Copper Coast (DC)
4938,40048880000,41560,Copper Coast (DC)
4939,40048890000,41560,Copper Coast (DC)
4940,40048900000,41560,Copper Coast (DC)
4941,40048910000,41560,Copper Coast (DC)
4942,40048930000,41560,Copper Coast (DC)
4943,40048940000,41750,Elliston (DC)
4944,40048950000,41750,Elliston (DC)
4945,40048960000,41750,Elliston (DC)
4946,40048970000,41750,Elliston (DC)
4947,40048980000,41750,Elliston (DC)
4948,40048990000,41750,Elliston (DC)
4949,40049000000,41750,Elliston (DC)
4950,40049010000,41750,Elliston (DC)
4951,40049030000,41750,Elliston (DC)
4952,40049040000,41750,Elliston (DC)
4953,40049050000,41750,Elliston (DC)
4954,40049060000,41750,Elliston (DC)
4955,40049070000,41750,Elliston (DC)
4956,40049090000,41750,Elliston (DC)
4957,40049100000,41750,Elliston (DC)
4958,40049110000,41750,Elliston (DC)
4959,40049130000,41750,Elliston (DC)
4960,40049142000,41750,Elliston (DC)
4961,40049143000,41750,Elliston (DC)
4962,40049144000,41750,Elliston (DC)
4963,40049146000,41750,Elliston (DC)
4964,40049150000,41750,Elliston (DC)
4965,40049160000,41750,Elliston (DC)
4966,40049170000,41750,Elliston (DC)
4967,40049180000,41750,Elliston (DC)
4968,40049190000,41750,Elliston (DC)
4969,40049200000,41750,Elliston (DC)
4970,40049210000,41750,Elliston (DC)
4971,40049220000,41750,Elliston (DC)
4972,40049230000,41750,Elliston (DC)
4973,40049250000,41750,Elliston (DC)
4974,40049260000,41750,Elliston (DC)
4975,40049280000,41750,Elliston (DC)
4976,40049290000,41750,Elliston (DC)
4977,40049310000,41750,Elliston (DC)
4978,40049311000,41750,Elliston (DC)
4979,40049312000,41750,Elliston (DC)
4980,40049313000,41750,Elliston (DC)
4981,40049314000,41750,Elliston (DC)
4982,40049330000,41750,Elliston (DC)
4983,40049340000,41750,Elliston (DC)
4984,40049360000,41750,Elliston (DC)
4985,40049371000,41750,Elliston (DC)
4986,40049372000,41750,Elliston (DC)
4987,40049390000,41750,Elliston (DC)
4988,40049400000,41750,Elliston (DC)
4989,40049410000,41750,Elliston (DC)
4990,40049420000,41750,Elliston (DC)
4991,40049430000,41750,Elliston (DC)
4992,40049460000,41750,Elliston (DC)
4993,40049470000,41750,Elliston (DC)
4994,40049480000,41750,Elliston (DC)
4995,40049490000,41750,Elliston (DC)
4996,40049500000,41830,Flinders Ranges (DC)
4997,40049531000,41830,Flinders Ranges (DC)
4998,40049532000,41830,Flinders Ranges (DC)
4999,40049540000,41830,Flinders Ranges (DC)
5000,40049550000,41830,Flinders Ranges (DC)
5001,40049560000,41830,Flinders Ranges (DC)
5002,40049570000,41830,Flinders Ranges (DC)
5003,40049590000,41830,Flinders Ranges (DC)
5004,40049610000,41830,Flinders Ranges (DC)
5005,40049620000,41830,Flinders Ranges (DC)
5006,40049630000,41830,Flinders Ranges (DC)
5007,40049640000,41830,Flinders Ranges (DC)
5008,40049650000,41830,Flinders Ranges (DC)
5009,40049660000,41830,Flinders Ranges (DC)
5010,40049670000,41830,Flinders Ranges (DC)
5011,40049680000,41830,Flinders Ranges (DC)
5012,40049690000,41830,Flinders Ranges (DC)
5013,40049710000,41830,Flinders Ranges (DC)
5014,40049720000,41830,Flinders Ranges (DC)
5015,40049740000,41830,Flinders Ranges (DC)
5016,40049750000,41830,Flinders Ranges (DC)
5017,40049760000,41830,Flinders Ranges (DC)
5018,40049770000,41830,Flinders Ranges (DC)
5019,40049780000,41830,Flinders Ranges (DC)
5020,40049810000,41830,Flinders Ranges (DC)
5021,40049820000,41830,Flinders Ranges (DC)
5022,40049830000,41830,Flinders Ranges (DC)
5023,40049840000,41830,Flinders Ranges (DC)
5024,40049850000,41830,Flinders Ranges (DC)
5025,40049860000,41830,Flinders Ranges (DC)
5026,40049870000,41830,Flinders Ranges (DC)
5027,40049890000,41830,Flinders Ranges (DC)
5028,40049900000,41830,Flinders Ranges (DC)
5029,40049910000,41830,Flinders Ranges (DC)
5030,40049920000,41830,Flinders Ranges (DC)
5031,40049930000,41830,Flinders Ranges (DC)
5032,40049940000,41830,Flinders Ranges (DC)
5033,40049950000,41830,Flinders Ranges (DC)
5034,40049960000,41830,Flinders Ranges (DC)
5035,40049970000,41830,Flinders Ranges (DC)
5036,40049980000,41830,Flinders Ranges (DC)
5037,40049990000,41830,Flinders Ranges (DC)
5038,40050000000,41830,Flinders Ranges (DC)
5039,40050022000,41960,Franklin Harbour (DC)
5040,40050030000,41960,Franklin Harbour (DC)
5041,40050041000,41960,Franklin Harbour (DC)
5042,40050043000,41960,Franklin Harbour (DC)
5043,40050044000,41960,Franklin Harbour (DC)
5044,40050045000,41960,Franklin Harbour (DC)
5045,40050060000,41960,Franklin Harbour (DC)
5046,40050070000,41960,Franklin Harbour (DC)
5047,40050090000,41190,Cleve (DC)
5048,40050140000,41960,Franklin Harbour (DC)
5049,40050161000,41960,Franklin Harbour (DC)
5050,40050162000,41960,Franklin Harbour (DC)
5051,40050170000,41960,Franklin Harbour (DC)
5052,40050180000,41960,Franklin Harbour (DC)
5053,40050200000,41960,Franklin Harbour (DC)
5054,40050210000,41960,Franklin Harbour (DC)
5055,40050220000,41960,Franklin Harbour (DC)
5056,40050230000,41960,Franklin Harbour (DC)
5057,40050240000,41960,Franklin Harbour (DC)
5058,40050260000,41960,Franklin Harbour (DC)
5059,40050270000,41960,Franklin Harbour (DC)
5060,40050280000,41960,Franklin Harbour (DC)
5061,40050290000,41960,Franklin Harbour (DC)
5062,40050311000,41960,Franklin Harbour (DC)
5063,40050312000,41960,Franklin Harbour (DC)
5064,40050320000,41960,Franklin Harbour (DC)
5065,40050330000,41960,Franklin Harbour (DC)
5066,40050340000,41960,Franklin Harbour (DC)
5067,40050350000,41960,Franklin Harbour (DC)
5068,40050360000,41960,Franklin Harbour (DC)
5069,40050380000,41960,Franklin Harbour (DC)
5070,40050390000,41960,Franklin Harbour (DC)
5071,40050410000,42030,Gawler (T)
5072,40050430000,42030,Gawler (T)
5073,40050440000,42030,Gawler (T)
5074,40050450000,42030,Gawler (T)
5075,40050461000,42030,Gawler (T)
5076,40050463000,42030,Gawler (T)
5077,40050470000,42030,Gawler (T)
5078,40050480000,42030,Gawler (T)
5079,40050490000,42030,Gawler (T)
5080,40050550000,42030,Gawler (T)
5081,40050570000,42030,Gawler (T)
5082,40050580000,42030,Gawler (T)
5083,40050591000,42030,Gawler (T)
5084,40050592000,42030,Gawler (T)
5085,40050610000,42030,Gawler (T)
5086,40050622000,42030,Gawler (T)
5087,40050630000,42030,Gawler (T)
5088,40050641000,42030,Gawler (T)
5089,40050642000,42030,Gawler (T)
5090,40050643000,42030,Gawler (T)
5091,40050650000,42030,Gawler (T)
5092,40050660000,42030,Gawler (T)
5093,40050670000,42030,Gawler (T)
5094,40050680000,42030,Gawler (T)
5095,40050730000,42030,Gawler (T)
5096,40050741000,42030,Gawler (T)
5097,40050760000,42030,Gawler (T)
5098,40050770000,42030,Gawler (T)
5099,40050780000,42030,Gawler (T)
5100,40050790000,42030,Gawler (T)
5101,40050800000,42030,Gawler (T)
5102,40050810000,42030,Gawler (T)
5103,40050830000,42030,Gawler (T)
5104,40050840000,42030,Gawler (T)
5105,40050850000,42030,Gawler (T)
5106,40050860000,42030,Gawler (T)
5107,40050870000,42030,Gawler (T)
5108,40050890000,42030,Gawler (T)
5109,40050900000,42030,Gawler (T)
5110,40050910000,42030,Gawler (T)
5111,40050920000,42030,Gawler (T)
5112,40050930000,42030,Gawler (T)
5113,40050940000,42030,Gawler (T)
5114,40050950000,42030,Gawler (T)
5115,40050960000,42030,Gawler (T)
5116,40050980000,42030,Gawler (T)
5117,40051010000,42030,Gawler (T)
5118,40051020000,42030,Gawler (T)
5119,40051030000,42030,Gawler (T)
5120,40051040000,42030,Gawler (T)
5121,40051050000,42030,Gawler (T)
5122,40051060000,42030,Gawler (T)
5123,40051070000,42030,Gawler (T)
5124,40051080000,42030,Gawler (T)
5125,40051090000,42030,Gawler (T)
5126,40051100000,42030,Gawler (T)
5127,40051110000,42030,Gawler (T)
5128,40051120000,42030,Gawler (T)
5129,40051130000,42030,Gawler (T)
5130,40051140000,42030,Gawler (T)
5131,40051150000,42030,Gawler (T)
5132,40051160000,42030,Gawler (T)
5133,40051170000,42030,Gawler (T)
5134,40051180000,42030,Gawler (T)
5135,40051190000,42030,Gawler (T)
5136,40051200000,42030,Gawler (T)
5137,40051210000,42030,Gawler (T)
5138,40051230000,42030,Gawler (T)
5139,40051240000,42030,Gawler (T)
5140,40051260000,42030,Gawler (T)
5141,40051270000,42030,Gawler (T)
5142,40051280000,42030,Gawler (T)
5143,40051290000,42030,Gawler (T)
5144,40051300000,42030,Gawler (T)
5145,40051320000,42030,Gawler (T)
5146,40051330000,42030,Gawler (T)
5147,40051350000,42030,Gawler (T)
5148,40051360000,42030,Gawler (T)
5149,40051370000,42030,Gawler (T)
5150,40051380000,42030,Gawler (T)
5151,40051390000,42030,Gawler (T)
5152,40051400000,42030,Gawler (T)
5153,40051410000,42030,Gawler (T)
5154,40051420000,42030,Gawler (T)
5155,40051430000,42030,Gawler (T)
5156,40051440000,42030,Gawler (T)
5157,40051450000,42030,Gawler (T)
5158,40051460000,42030,Gawler (T)
5159,40051470000,42030,Gawler (T)
5160,40051480000,42030,Gawler (T)
5161,40051490000,42030,Gawler (T)
5162,40051500000,42030,Gawler (T)
5163,40051510000,42030,Gawler (T)
5164,40051520000,42030,Gawler (T)
5165,40051530000,42030,Gawler (T)
5166,40051550000,42030,Gawler (T)
5167,40051560000,42030,Gawler (T)
5168,40051570000,42030,Gawler (T)
5169,40051580000,42030,Gawler (T)
5170,40051590000,42030,Gawler (T)
5171,40051620000,42030,Gawler (T)
5172,40051630000,42030,Gawler (T)
5173,40051650000,42030,Gawler (T)
5174,40051660000,42030,Gawler (T)
5175,40051670000,42030,Gawler (T)
5176,40051690000,42030,Gawler (T)
5177,40051700000,42030,Gawler (T)
5178,40051710000,42030,Gawler (T)
5179,40051720000,42030,Gawler (T)
5180,40051730000,42030,Gawler (T)
5181,40051750000,42030,Gawler (T)
5182,40051770000,42030,Gawler (T)
5183,40051780000,42030,Gawler (T)
5184,40051790000,42030,Gawler (T)
5185,40051800000,42030,Gawler (T)
5186,40051810000,42030,Gawler (T)
5187,40051820000,42030,Gawler (T)
5188,40051830000,42030,Gawler (T)
5189,40051840000,42030,Gawler (T)
5190,40051850000,42030,Gawler (T)
5191,40051860000,42030,Gawler (T)
5192,40051870000,42030,Gawler (T)
5193,40051881000,42030,Gawler (T)
5194,40051882000,42030,Gawler (T)
5195,40051883000,42030,Gawler (T)
5196,40051890000,42030,Gawler (T)
5197,40051900000,42030,Gawler (T)
5198,40051910000,42030,Gawler (T)
5199,40051920000,42030,Gawler (T)
5200,40051930000,42030,Gawler (T)
5201,40051940000,42030,Gawler (T)
5202,40051950000,42030,Gawler (T)
5203,40051960000,42030,Gawler (T)
5204,40051970000,42030,Gawler (T)
5205,40051980000,42030,Gawler (T)
5206,40051990000,42030,Gawler (T)
5207,40052000000,42030,Gawler (T)
5208,40052010000,42030,Gawler (T)
5209,40052020000,42030,Gawler (T)
5210,40052030000,42030,Gawler (T)
5211,40052040000,42030,Gawler (T)
5212,40052050000,42030,Gawler (T)
5213,40052060000,42030,Gawler (T)
5214,40052070000,42030,Gawler (T)
5215,40052080000,42030,Gawler (T)
5216,40052090000,42030,Gawler (T)
5217,40052100000,42030,Gawler (T)
5218,40052110000,42030,Gawler (T)
5219,40052120000,42030,Gawler (T)
5220,40052130000,42030,Gawler (T)
5221,40052150000,42030,Gawler (T)
5222,40052160000,42030,Gawler (T)
5223,40052170000,42030,Gawler (T)
5224,40052180000,42030,Gawler (T)
5225,40052200000,42030,Gawler (T)
5226,40052210000,42030,Gawler (T)
5227,40052222000,42030,Gawler (T)
5228,40052240000,42030,Gawler (T)
5229,40052250000,42030,Gawler (T)
5230,40052260000,42030,Gawler (T)
5231,40052270000,42030,Gawler (T)
5232,40052280000,42030,Gawler (T)
5233,40052290000,42030,Gawler (T)
5234,40052300000,42030,Gawler (T)
5235,40052310000,42030,Gawler (T)
5236,40052320000,42030,Gawler (T)
5237,40052330000,42030,Gawler (T)
5238,40052340000,42030,Gawler (T)
5239,40052350000,42030,Gawler (T)
5240,40052360000,42030,Gawler (T)
5241,40052370000,42030,Gawler (T)
5242,40052390000,42030,Gawler (T)
5243,40052410000,42030,Gawler (T)
5244,40052430000,42030,Gawler (T)
5245,40052440000,42030,Gawler (T)
5246,40052450000,42030,Gawler (T)
5247,40052460000,42030,Gawler (T)
5248,40052470000,42030,Gawler (T)
5249,40052480000,42030,Gawler (T)
5250,40052490000,42030,Gawler (T)
5251,40052500000,42030,Gawler (T)
5252,40052520000,42030,Gawler (T)
5253,40052550000,42030,Gawler (T)
5254,40052560000,42030,Gawler (T)
5255,40052580000,42030,Gawler (T)
5256,40052600000,42030,Gawler (T)
5257,40052610000,42030,Gawler (T)
5258,40052621000,42030,Gawler (T)
5259,40052622000,42030,Gawler (T)
5260,40052630000,42030,Gawler (T)
5261,40052640000,42030,Gawler (T)
5262,40052650000,42030,Gawler (T)
5263,40052660000,42030,Gawler (T)
5264,40052670000,42030,Gawler (T)
5265,40052680000,42030,Gawler (T)
5266,40052691000,42110,Goyder (DC)
5267,40052692000,42110,Goyder (DC)
5268,40052700000,42110,Goyder (DC)
5269,40052710000,42110,Goyder (DC)
5270,40052720000,42110,Goyder (DC)
5271,40052731000,42110,Goyder (DC)
5272,40052732000,42110,Goyder (DC)
5273,40052741000,42110,Goyder (DC)
5274,40052742000,42110,Goyder (DC)
5275,40052743000,42110,Goyder (DC)
5276,40052750000,42110,Goyder (DC)
5277,40052760000,42110,Goyder (DC)
5278,40052770000,42110,Goyder (DC)
5279,40052780000,42110,Goyder (DC)
5280,40052790000,42110,Goyder (DC)
5281,40052800000,42110,Goyder (DC)
5282,40052810000,42110,Goyder (DC)
5283,40052821000,42110,Goyder (DC)
5284,40052823000,42110,Goyder (DC)
5285,40052824000,42110,Goyder (DC)
5286,40052830000,42110,Goyder (DC)
5287,40052840000,42110,Goyder (DC)
5288,40052850000,42110,Goyder (DC)
5289,40052860000,42110,Goyder (DC)
5290,40052870000,42110,Goyder (DC)
5291,40052880000,42110,Goyder (DC)
5292,40052890000,42110,Goyder (DC)
5293,40052900000,42110,Goyder (DC)
5294,40052911000,42110,Goyder (DC)
5295,40052912000,42110,Goyder (DC)
5296,40052920000,42110,Goyder (DC)
5297,40052931000,42110,Goyder (DC)
5298,40052932000,42110,Goyder (DC)
5299,40052940000,42110,Goyder (DC)
5300,40052950000,42110,Goyder (DC)
5301,40052960000,42110,Goyder (DC)
5302,40052970000,42110,Goyder (DC)
5303,40052980000,42110,Goyder (DC)
5304,40052990000,42110,Goyder (DC)
5305,40053000000,42110,Goyder (DC)
5306,40053011000,42110,Goyder (DC)
5307,40053012000,42110,Goyder (DC)
5308,40053013000,42110,Goyder (DC)
5309,40053020000,42110,Goyder (DC)
5310,40053030000,42110,Goyder (DC)
5311,40053040000,42110,Goyder (DC)
5312,40053060000,42110,Goyder (DC)
5313,40053080000,42110,Goyder (DC)
5314,40053090000,42110,Goyder (DC)
5315,40053100000,42110,Goyder (DC)
5316,40053110000,42110,Goyder (DC)
5317,40053120000,42110,Goyder (DC)
5318,40053130000,42110,Goyder (DC)
5319,40053140000,42110,Goyder (DC)
5320,40053150000,42110,Goyder (DC)
5321,40053160000,42110,Goyder (DC)
5322,40053170000,42110,Goyder (DC)
5323,40053180000,42110,Goyder (DC)
5324,40053190000,42110,Goyder (DC)
5325,40053200000,42110,Goyder (DC)
5326,40053210000,42110,Goyder (DC)
5327,40053220000,42110,Goyder (DC)
5328,40053230000,42110,Goyder (DC)
5329,40053241000,42110,Goyder (DC)
5330,40053242000,42110,Goyder (DC)
5331,40053243000,42110,Goyder (DC)
5332,40053244000,42110,Goyder (DC)
5333,40053248000,42110,Goyder (DC)
5334,40053249000,42110,Goyder (DC)
5335,40053250000,42110,Goyder (DC)
5336,40053261000,42110,Goyder (DC)
5337,40053262000,42110,Goyder (DC)
5338,40053263000,42110,Goyder (DC)
5339,40053270000,42110,Goyder (DC)
5340,40053280000,42110,Goyder (DC)
5341,40053300000,42110,Goyder (DC)
5342,40053310000,42110,Goyder (DC)
5343,40053320000,42110,Goyder (DC)
5344,40053330000,42110,Goyder (DC)
5345,40053342000,42110,Goyder (DC)
5346,40053343000,42110,Goyder (DC)
5347,40053344000,42110,Goyder (DC)
5348,40053345000,42110,Goyder (DC)
5349,40053350000,42110,Goyder (DC)
5350,40053360000,42110,Goyder (DC)
5351,40053370000,42110,Goyder (DC)
5352,40053380000,42110,Goyder (DC)
5353,40053390000,42110,Goyder (DC)
