,PremisesName,Address,City,PostalCode,Latitude,Longitude,MachineCount,MeshBlockCode,CityCode,StateCode,State,LgaCode,LgaName,PostalCodePopulation,PostalCodeAvgTaxableIncome,PostalCodeRankTaxableIncome
402,Sir John Franklin Hotel,"57 Main St, Kapunda SA 5373, Australia",Kapunda,5373,-34.3410002,138.9150871,26,40064402000,40660,4,South Australia,43650,Light (RegC),1844,48057.0,187
403,Sky Tavern,"4 Tassie St, Port Augusta SA 5700, Australia",Port Augusta,5700,-32.490439,137.7621439,40,40152541000,41175,4,South Australia,46090,Port Augusta (C),5427,52060.0,117
404,SlugNLettuce Tavern,"130 Martins Rd, Parafield Gardens SA 5107, Australia",Parafield Gardens,5107,-34.7745773,138.6150503,40,40164450000,41092,4,South Australia,47140,Salisbury (C),8378,43387.0,268
405,Smithfield Hotel Motel,"1 Main N Rd, Smithfield SA 5114, Australia",Smithfield,5114,-34.68348100000001,138.6929883,40,40134690000,41333,4,South Australia,45680,Playford (C),17569,47468.0,192
406,Snowtown Hotel,"32 Railway Terrace E, Snowtown SA 5520, Australia",Snowtown,5520,-33.7821717,138.2144995,12,40202380000,41336,4,South Australia,48130,Wakefield (DC),256,47104.0,198
407,Somerset Hotel,"2 George St, Millicent SA 5280, Australia",Millicent,5280,-37.5940346,140.3514898,30,40205300000,40870,4,South Australia,48340,Wattle Range (DC),4016,50117.0,145
408,Somerset Hotel,"505 Bridge Rd, Para Hills SA 5096, Australia",Para Hills,5096,-34.8002778,138.6555556,40,40173161000,41085,4,South Australia,47140,Salisbury (C),7504,47055.0,200
409,South Adelaide Footballers Club,"Flinders University Stadium, 1 Lovelock Dr, Noarlunga Downs SA 5168, Australia",Noarlunga Downs,5168,-35.1457439,138.4922763,40,40115220000,41026,4,South Australia,45340,Onkaparinga (C),2801,44916.0,243
410,South Australian Harness Racing Club,"2 Globe Derby Dr, Dry Creek SA 5094, Australia",Dry Creek,5094,-34.7945737,138.5862644,40,40142201000,40369,4,South Australia,45890,Port Adelaide Enfield (C),484,49355.0,158
411,South Australian Hotel,"78 Commercial St E, Mount Gambier SA 5290, Australia",Mount Gambier,5290,-37.8296515,140.7837819,30,40095360000,40940,4,South Australia,44620,Mount Gambier (C),14686,49042.0,166
412,South Eastern Hotel,"235 Commercial St E, Mount Gambier SA 5290, Australia",Mount Gambier,5290,-37.833978,140.799057,40,40095360000,40940,4,South Australia,44620,Mount Gambier (C),14686,49042.0,166
413,South Lakes Golf Club,"Billabong Rd, Goolwa South SA 5214, Australia",Goolwa South,5214,-35.5181828,138.7800305,25,40008780000,40519,4,South Australia,40220,Alexandrina (DC),4071,40545.0,305
414,Southern Districts Workingmens Club,"24 Epstein Dr, Morphett Vale SA 5162, Australia",Morphett Vale,5162,-35.1289019,138.5307362,20,40112170000,40917,4,South Australia,45340,Onkaparinga (C),18472,45328.0,232
415,Southwark Hotel,"77 Port Rd, Thebarton SA 5031, Australia",Thebarton,5031,-34.913522,138.577589,6,40206890000,41429,4,South Australia,48410,West Torrens (C),5739,52684.0,107
416,Sportsman Hotel,"72 George St, Millicent SA 5280, Australia",Millicent,5280,-37.5960026,140.3551165,40,40205300000,40870,4,South Australia,48340,Wattle Range (DC),4016,50117.0,145
417,Sportsman Tavern,"150 Warnertown Rd, Solomontown SA 5540, Australia",Solomontown,5540,-33.1858333,138.0230556,40,40156970000,41338,4,South Australia,46450,Port Pirie City and Dists (M),7028,49192.0,161
418,Spuds Hotel Motel,"Stuart Hwy, Pimba SA 5720, Australia",Pimba,5720,-31.2556859,136.8034663,13,40243460000,41140,4,South Australia,49399,Unincorporated SA,117,70298.0,18
419,St Francis Winery Resort Hotel,"14 Bridge St, Reynella SA 5161, Australia",Reynella,5161,-35.08982719999999,138.538431,40,40124920000,41240,4,South Australia,45340,Onkaparinga (C),5571,46081.0,219
420,Stamford Grand,"2 Jetty Rd, Glenelg SA 5045, Australia",Glenelg,5045,-34.9809387,138.5113906,40,40054740000,40500,4,South Australia,42600,Holdfast Bay (C),10400,64336.0,29
421,Stirling Hotel,"52 Mount Barker Rd, Stirling SA 5152, Australia",Stirling,5152,-35.0067365,138.7180051,32,40003850000,41371,4,South Australia,40120,Adelaide Hills (DC),4164,76150.0,12
422,Stockade Tavern,"2 Gawler St, Salisbury SA 5108, Australia",Salisbury,5108,-34.7622322,138.6431111,40,40164461000,41275,4,South Australia,47140,Salisbury (C),19239,43160.0,274
423,Stockwell Hotel,"Duck Ponds Rd, Stockwell SA 5355, Australia",Stockwell,5355,-34.4352778,139.0561111,10,40013410000,41374,4,South Australia,40310,Barossa (DC),4424,50273.0,143
424,Strathmore Hotel,"129 North Terrace, Adelaide SA 5000, Australia",Adelaide,5000,-34.9218178,138.5969235,37,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
425,Streaky Bay Hotel Motel,"33 Alfred Terrace, Streaky Bay SA 5680, Australia",Streaky Bay,5680,-32.7959987,134.2110031,30,40179210000,41383,4,South Australia,47490,Streaky Bay (DC),1320,46312.0,216
426,Sundowner Motel Hotel,"Lincoln Hwy, Whyalla Norrie SA 5608, Australia",Whyalla Norrie,5608,-33.042342,137.540503,40,40214900000,41574,4,South Australia,48540,Whyalla (C),5380,52242.0,113
427,Sunset Cove Resort Golf Course Marina,"Second Valley SA 5204, Australia",Second Valley,5204,-35.5367772,138.2322002,24,40218020000,41310,4,South Australia,48750,Yankalilla (DC),1454,39762.0,309
428,Swan Reach Hotel,"Hasse Hill Rd, Swan Reach SA 5354, Australia",Swan Reach,5354,-34.5652902,139.5985749,20,40082491000,41399,4,South Australia,44210,Mid Murray (DC),171,39412.0,312
429,Swanport Hotel,"3166 Jervois Rd, Murray Bridge SA 5253, Australia",Murray Bridge,5253,-35.1534701,139.2870964,40,40099410000,40979,4,South Australia,45040,Murray Bridge (RC),9833,41308.0,300
430,Tailem Bend Hotel,"77 Railway Terrace, Tailem Bend SA 5260, Australia",Tailem Bend,5260,-35.25558,139.45543,25,40192940000,41402,4,South Australia,47800,The Coorong (DC),859,43078.0,276
431,Talbot Hotel,"104 Gouger St, Adelaide SA 5000, Australia",Adelaide,5000,-34.9300076,138.5954388,40,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
432,Taminga Hotel,"302 Main N Rd, Clare SA 5453, Australia",Clare,5453,-33.8324189,138.6102703,30,40044342000,40257,4,South Australia,41140,Clare and Gilbert Valleys (DC),3024,50599.0,139
433,Tanunda Club,"45 Macdonnell St, Tanunda SA 5352, Australia",Tanunda,5352,-34.5245376,138.9609241,31,40015250000,41406,4,South Australia,40310,Barossa (DC),3248,56327.0,77
434,Tanunda Hotel,"51 Murray St, Tanunda SA 5352, Australia",Tanunda,5352,-34.5261111,138.9577778,40,40015250000,41406,4,South Australia,40310,Barossa (DC),3248,56327.0,77
435,Tassie Tavern,"12 Commercial Rd, Port Augusta SA 5700, Australia",Port Augusta,5700,-32.4905817,137.7615356,40,40152541000,41175,4,South Australia,46090,Port Augusta (C),5427,52060.0,117
436,Tavern 540,"540 Port Rd, Allenby Gardens SA 5009, Australia",Allenby Gardens,5009,-34.8951024,138.5560223,40,40035000000,40012,4,South Australia,41060,Charles Sturt (C),2902,49743.0,153
437,Tea Tree Gully Hotel,"1349 North East Road, Tea Tree Gully SA 5091, Australia",Tea Tree Gully,5091,-34.8211635,138.730202,40,40184060000,41418,4,South Australia,47700,Tea Tree Gully (C),4617,51939.0,118
438,Terminus Hotel,"13 Rankine St, Strathalbyn SA 5255, Australia",Strathalbyn,5255,-35.2587653,138.8924978,12,40011110000,41382,4,South Australia,40220,Alexandrina (DC),5359,46377.0,215
439,Terminus Hotel,"4 Railway Terrace, Balaklava SA 5461, Australia",Balaklava,5461,-34.1452125,138.412613,7,40202320000,40061,4,South Australia,48130,Wakefield (DC),1375,49101.0,163
440,Terminus Hotel,"15 Railway Terrace, Morgan SA 5320, Australia",Morgan,5320,-34.0359352,139.6712265,10,40082641000,40915,4,South Australia,44210,Mid Murray (DC),279,42335.0,289
441,The Boathouse Tavern Osborne,"481 Victoria Rd, Taperoo SA 5017, Australia",Taperoo,5017,-34.8015991,138.5009609,40,40144900000,41407,4,South Australia,45890,Port Adelaide Enfield (C),2368,48600.0,172
442,The British Hotel Port Adelaide,"13 N Parade, Port Adelaide SA 5015, Australia",Port Adelaide,5015,-34.84384,138.5019,40,40150771000,41173,4,South Australia,45890,Port Adelaide Enfield (C),3526,52167.0,115
443,The Eagles Club,"720 Port Rd, Beverley SA 5009, Australia",Beverley,5009,-34.8876435,138.5441892,40,40034911000,40100,4,South Australia,41060,Charles Sturt (C),2902,49743.0,153
444,The Famous Royal Mail Hotel,"10 Hanson St, Kingston SE SA 5275, Australia",Kingston SE,5275,-36.8286743,139.8505554,20,40063051000,40695,4,South Australia,43360,Kingston (DC),1385,52291.0,112
445,The Flinders Hotel Motel,"39 Commercial Rd, Port Augusta SA 5700, Australia",Port Augusta,5700,-32.491895,137.7620565,12,40152541000,41175,4,South Australia,46090,Port Augusta (C),5427,52060.0,117
446,The Glanville Hotel,"50 Causeway Rd, Glanville SA 5015, Australia",Glanville,5015,-34.846281,138.493994,9,40145422000,40494,4,South Australia,45890,Port Adelaide Enfield (C),3526,52167.0,115
447,The Halfway House Hotel Bellum Bellum,"Riddoch Hwy, Mount Schank SA 5291, Australia",Mount Schank,5291,-37.9287187,140.7197408,10,40054601000,40953,4,South Australia,42250,Grant (DC),4356,52619.0,108
448,The Lighthouse Wharf Hotel,"1 Commercial Rd, Port Adelaide SA 5015, Australia",Port Adelaide,5015,-34.84295720000001,138.50466,40,40150771000,41173,4,South Australia,45890,Port Adelaide Enfield (C),3526,52167.0,115
449,The Lion Hotel,"161 Melbourne St, North Adelaide SA 5006, Australia",North Adelaide,5006,-34.9081996,138.6058572,40,40000080000,41029,4,South Australia,40070,Adelaide (C),4183,90092.0,5
450,The Lobethal Hotel,"16 Main St, Lobethal SA 5241, Australia",Lobethal,5241,-34.906736,138.874313,10,40007860000,40764,4,South Australia,40120,Adelaide Hills (DC),1477,50781.0,138
451,The Lodge Hotel,"1572 Main N Rd, Brahma Lodge SA 5109, Australia",Brahma Lodge,5109,-34.7824837,138.6539956,40,40170750000,40153,4,South Australia,47140,Salisbury (C),10459,46565.0,210
452,The London Tavern,"175 North Terrace, Adelaide SA 5000, Australia",Adelaide,5000,-34.9216851,138.6008055,40,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
453,The New Whyalla Hotel,"10 Gowrie Ave, Whyalla Playford SA 5600, Australia",Whyalla Playford,5600,-33.023871,137.5626717,40,40214953500,41575,4,South Australia,48540,Whyalla (C),3504,60315.0,49
454,The Oakden Central,"246-256 Fosters Rd, Oakden SA 5086, Australia",Oakden,5086,-34.8518419,138.636436,40,40138230000,41055,4,South Australia,45890,Port Adelaide Enfield (C),8755,48733.0,170
455,The Ovingham Hotel,"29 Torrens Rd, Ovingham SA 5082, Australia",Ovingham,5082,-34.89781079999999,138.5853403,40,40041100000,41074,4,South Australia,41060,Charles Sturt (C),9131,61611.0,37
456,The Oxford Hotel,"101 O'Connell St, North Adelaide SA 5006, Australia",North Adelaide,5006,-34.9058461,138.5956333,35,40000080000,41029,4,South Australia,40070,Adelaide (C),4183,90092.0,5
457,The Palace,"111 Hindley St, Adelaide SA 5000, Australia",Adelaide,5000,-34.9234084,138.5953658,24,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
458,The Pier Hotel (SA),"18 Holdfast Promenade, Glenelg, Adelaide SA 5045, Australia",Adelaide,5045,-34.977663,138.510646,40,40000010000,40002,4,South Australia,40070,Adelaide (C),10400,64336.0,29
459,The Port Club,"9 Queen St, Alberton SA 5014, Australia",Alberton,5014,-34.8642331,138.5184876,40,40150780000,40007,4,South Australia,45890,Port Adelaide Enfield (C),6570,49462.0,155
460,The Producers Hotel,"235 Grenfell St, Adelaide SA 5000, Australia",Adelaide,5000,-34.9240634,138.6099169,40,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
461,The Propaganda Club,"Downstairs, 110 Grenfell St, Adelaide SA 5000, Australia",Adelaide,5000,-34.9239657,138.6035559,35,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
462,The Rosey Hotel,"160 Hindley St, Adelaide SA 5000, Australia",Adelaide,5000,-34.9230945,138.5937989,40,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
463,The Seacliff Beach Hotel,"221 Esplanade, Seacliff SA 5049, Australia",Seacliff,5049,-35.0315728,138.5179067,40,40058070000,41298,4,South Australia,42600,Holdfast Bay (C),6384,58623.0,59
464,The Southern,"23 Murray St, Gawler SA 5118, Australia",Gawler,5118,-34.6026243,138.7497776,40,40050490000,40469,4,South Australia,42030,Gawler (T),10640,52422.0,111
465,The Southern Bar Gaming Bistro,"1303 South Rd, St Marys SA 5042, Australia",St Marys,5042,-35.0074819,138.5762564,40,40089641000,41360,4,South Australia,44340,Mitcham (C),5856,46793.0,204
466,The Valley Inn,"1210 Grand Jct Rd, Hope Valley SA 5090, Australia",Hope Valley,5090,-34.8435137,138.6986971,40,40188900000,40601,4,South Australia,47700,Tea Tree Gully (C),4135,45713.0,227
467,The Wasleys Grainger Hotel,"4 Annie Terrace, Wasleys SA 5400, Australia",Wasleys,5400,-34.4709899,138.6827538,6,40064741000,41528,4,South Australia,43650,Light (RegC),479,48751.0,169
468,Thevenard Hotel,"115 Thevenard Rd, Thevenard SA 5690, Australia",Thevenard,5690,-32.1461936,133.6503125,20,40029711000,41430,4,South Australia,41010,Ceduna (DC),2141,51155.0,133
469,Tintinara Hotel,"41 Becker Terrace, Tintinara SA 5266, Australia",Tintinara,5266,-35.8842114,140.0572366,4,40192890000,41440,4,South Australia,47800,The Coorong (DC),423,46684.0,206
470,Tonsley Hotel,"1274 South Rd, Tonsley SA 5042, Australia",Tonsley,5042,-35.0045232,138.575096,40,40071830000,40271,4,South Australia,44060,Marion (C),5856,46793.0,204
471,Torrens Arms Hotel,"93 Belair Rd, Kingswood SA 5062, Australia",Kingswood,5062,-34.974107,138.610048,40,40087940000,40696,4,South Australia,44340,Mitcham (C),9776,74550.0,14
472,Totness Inn,"148 Melrose St, Mount Pleasant SA 5235, Australia",Mount Pleasant,5235,-34.7716974,139.0523829,10,40014110000,40952,4,South Australia,40310,Barossa (DC),1373,45163.0,238
473,Tower Hotel,"621 Magill Rd, Magill SA 5072, Australia",Magill,5072,-34.9128151,138.6763306,40,40018320000,40797,4,South Australia,40700,Burnside (C),7623,61244.0,40
474,Transcontinental Hotel,"15 Railway Terrace, Quorn SA 5433, Australia",Quorn,5433,-32.3460697,138.0405333,10,40049500000,41220,4,South Australia,41830,Flinders Ranges (DC),649,51569.0,125
475,Travellers Rest Hotel - Stirling North,"33 Port Augusta-Quorn Rd, Stirling North SA 5710, Australia",Stirling North,5710,-32.5176531,137.8394944,12,40152551000,41372,4,South Australia,46090,Port Augusta (C),1263,58040.0,63
476,Troubridge Hotel,"Blanche St & Edith St, Edithburgh SA 5583, Australia",Edithburgh,5583,-35.085,137.7455556,15,40214976900,40390,4,South Australia,48830,Yorke Peninsula (DC),372,37756.0,319
477,Tumby Bay Hotel,"1 North Terrace, Tumby Bay SA 5605, Australia",Tumby Bay,5605,-34.375196,136.1029287,11,40066170000,41460,4,South Australia,43710,Lower Eyre Peninsula (DC),1038,44292.0,250
478,Two Wells Hotel,"116 Old Port Wakefield Rd, Two Wells SA 5501, Australia",Two Wells,5501,-34.5928471,138.513088,20,40069411000,41464,4,South Australia,40150,Adelaide Plains (DC),4007,51241.0,132
479,Union Hotel,"70 Waymouth St, Adelaide SA 5000, Australia",Adelaide,5000,-34.9258117,138.5970574,15,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
480,Valley Hotel,"73 Murray St, Tanunda SA 5352, Australia",Tanunda,5352,-34.5256272,138.9585348,40,40015250000,41406,4,South Australia,40310,Barossa (DC),3248,56327.0,77
481,Ventnor Hotel,"35 Marine Parade, Port Vincent SA 5581, Australia",Port Vincent,5581,-34.7774445,137.8613021,17,40215026500,41200,4,South Australia,48830,Yorke Peninsula (DC),279,46764.0,205
482,Victor Resort Hotel,"1 Albert Pl, Victor Harbor SA 5211, Australia",Victor Harbor,5211,-35.5566454,138.622635,40,40199800000,41489,4,South Australia,48050,Victor Harbor (C),7775,40525.0,306
483,Victoria Hotel,"40 Meylin St, Port Macdonnell SA 5291, Australia",Port Macdonnell,5291,-38.0524957,140.7001924,15,40053821000,41188,4,South Australia,42250,Grant (DC),4356,52619.0,108
484,Victoria Hotel,"Main S Rd, O'Halloran Hill SA 5158, Australia",O'Halloran Hill,5158,-35.0502272,138.5595552,40,40072200000,41052,4,South Australia,44060,Marion (C),15497,51144.0,134
485,Victoria Hotel Strathalbyn,"16 Albyn Terrace, Strathalbyn SA 5255, Australia",Strathalbyn,5255,-35.2592335,138.8910423,40,40011110000,41382,4,South Australia,40220,Alexandrina (DC),5359,46377.0,215
486,Village Tavern,"The Golden Way &, The Grove Way, Golden Grove SA 5125, Australia",Golden Grove,5125,-34.7898718,138.696371,40,40184101000,40511,4,South Australia,47700,Tea Tree Gully (C),11733,56373.0,75
487,Vine Inn,"14-22 Murray St, Nuriootpa SA 5355, Australia",Nuriootpa,5355,-34.47318,138.9960845,40,40013001000,41049,4,South Australia,40310,Barossa (DC),4424,50273.0,143
488,WA/SA Border Village Hotel-Motel,"Eyre Hwy, Nullarbor SA 5690, Australia",Nullarbor,5690,-31.6390435,129.0043074,10,40215059300,41047,4,South Australia,49399,Unincorporated SA,2141,51155.0,133
489,Waikerie Club,"10 Crush Terrace, Waikerie SA 5330, Australia",Waikerie,5330,-34.180451,139.986335,20,40068591000,41495,4,South Australia,43790,Loxton Waikerie (DC),1967,43622.0,265
490,Waikerie Hotel,"2 McCoy St, Waikerie SA 5330, Australia",Waikerie,5330,-34.1792183,139.9852131,40,40068591000,41495,4,South Australia,43790,Loxton Waikerie (DC),1967,43622.0,265
491,Wakefield Hotel,"76 Wakefield St, Adelaide SA 5000, Australia",Adelaide,5000,-34.928248,138.603471,21,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
492,Walkers Arms Hotel,"36 North East Road, Walkerville SA 5081, Australia",Walkerville,5081,-34.8895578,138.6134776,40,40203590000,41498,4,South Australia,48260,Walkerville (M),6077,92916.0,3
493,Wallaroo Hotel,"26 Alexander St, Wallaroo SA 5556, Australia",Wallaroo,5556,-33.9327209,137.6215846,9,40046150000,41502,4,South Australia,41560,Copper Coast (DC),1810,44280.0,251
494,Wallis Tavern / Auchendarroch House,"17 Adelaide Rd, Mount Barker SA 5251, Australia",Mount Barker,5251,-35.0686438,138.8564211,40,40092432000,40923,4,South Australia,44550,Mount Barker (DC),8596,51261.0,131
495,Warooka Hotel,"Yorketown-Warooka Rd, Warooka SA 5577, Australia",Warooka,5577,-34.990689,137.4006013,15,40222510000,41523,4,South Australia,48830,Yorke Peninsula (DC),333,34881.0,326
496,Warradale Hotel,"234 Diagonal Rd, Warradale SA 5046, Australia",Warradale,5046,-35.0077351,138.5386367,40,40072260000,41524,4,South Australia,44060,Marion (C),5134,49803.0,151
497,Waterloo Station Hotel,"138 Waterloo Corner Rd, Paralowie SA 5108, Australia",Paralowie,5108,-34.7544535,138.6277966,40,40167760000,41093,4,South Australia,47140,Salisbury (C),19239,43160.0,274
498,Watermark Glenelg,"631 Anzac Hwy, Glenelg North SA 5045, Australia",Glenelg North,5045,-34.9760971,138.5145978,40,40054780000,40502,4,South Australia,42600,Holdfast Bay (C),10400,64336.0,29
499,Wee Willies Tavern,"565 Military Rd, Largs North SA 5016, Australia",Largs North,5016,-34.8170891,138.4936066,40,40144870000,40744,4,South Australia,45890,Port Adelaide Enfield (C),5125,55733.0,82
500,Weeroona Hotel,"4 John Terrace, Wallaroo SA 5556, Australia",Wallaroo,5556,-33.9302417,137.624268,16,40046150000,41502,4,South Australia,41560,Copper Coast (DC),1810,44280.0,251
501,Weintal Motel-Hotel,"235 Murray St, Tanunda SA 5352, Australia",Tanunda,5352,-34.512635,138.9760568,20,40015250000,41406,4,South Australia,40310,Barossa (DC),3248,56327.0,77
502,Wellington Hotel,"36 Wellington Square, North Adelaide SA 5006, Australia",North Adelaide,5006,-34.907607,138.592649,10,40000080000,41029,4,South Australia,40070,Adelaide (C),4183,90092.0,5
503,Wellington Hotel,"27 Mason St, Wellington SA 5259, Australia",Wellington,5259,-35.330698,139.383974,8,40101141000,41547,4,South Australia,45040,Murray Bridge (RC),467,36347.0,322
504,West Adelaide Footballers Club,"Hisense Stadium, 57 Milner Rd, Richmond SA 5033, Australia",Richmond,5033,-34.9369772,138.5673916,40,40206980000,41243,4,South Australia,48410,West Torrens (C),4625,48510.0,176
505,West End Tavern,"255 Hindley St, Adelaide SA 5000, Australia",Adelaide,5000,-34.9235932,138.5897123,40,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
506,West Thebarton Hotel,"51 South Rd, Thebarton SA 5031, Australia",Thebarton,5031,-34.9148289,138.5662094,40,40206890000,41429,4,South Australia,48410,West Torrens (C),5739,52684.0,107
507,West Whyalla Football Club,"Crn Playford Ave &, Slee St, Whyalla SA 5600, Australia",Whyalla,5600,-33.03854640000001,137.5633771,12,40214945200,41571,4,South Australia,48540,Whyalla (C),3504,60315.0,49
508,Western Hotel,"10 Loudon Rd, Port Augusta West SA 5700, Australia",Port Augusta West,5700,-32.4839206,137.7586956,40,40152731000,41176,4,South Australia,46090,Port Augusta (C),5427,52060.0,117
509,Western Tavern,"178 Jubilee Hwy E, Mount Gambier SA 5290, Australia",Mount Gambier,5290,-37.8157838,140.7606124,40,40095360000,40940,4,South Australia,44620,Mount Gambier (C),14686,49042.0,166
510,Westland Hotel/Motel,"100 Mcdouall Stuart Ave, Whyalla Norrie SA 5608, Australia",Whyalla Norrie,5608,-33.0291294,137.5303692,40,40214900000,41574,4,South Australia,48540,Whyalla (C),5380,52242.0,113
511,Wheatsheaf Hotel,"Old Port Wakefield Rd, Virginia SA 5120, Australia",Virginia,5120,-34.66589099999999,138.5596193,36,40135400000,41491,4,South Australia,45680,Playford (C),1303,51715.0,121
512,Wheatsheaf Hotel,"32 Gardner St, Price SA 5570, Australia",Price,5570,-34.2874747,137.9960332,6,40215212400,41204,4,South Australia,48830,Yorke Peninsula (DC),199,42908.0,279
513,Wheatsheaf Hotel - North Sheilds,"Dorward St, North Shields SA 5607, Australia",North Shields,5607,-34.6260103,135.8661416,10,40066360000,41037,4,South Australia,43710,Lower Eyre Peninsula (DC),2041,48231.0,182
514,Whitehorse Inn Hotel,"887-889 Port Wakefield Rd, Bolivar SA 5110, Australia",Bolivar,5110,-34.7669472,138.5934981,40,40178570000,40131,4,South Australia,47140,Salisbury (C),4270,46401.0,213
515,Willaston Hotel,"33 Main N Rd, Willaston SA 5118, Australia",Willaston,5118,-34.5885476,138.7434951,40,40050550000,41586,4,South Australia,42030,Gawler (T),10640,52422.0,111
516,Williamstown Hotel,"20 Queen St, Williamstown SA 5351, Australia",Williamstown,5351,-34.6705556,138.8905556,6,40014030000,41588,4,South Australia,40310,Barossa (DC),3490,51645.0,123
517,Willunga Hotel,"3-5 High St, Willunga SA 5172, Australia",Willunga,5172,-35.2722222,138.5552778,10,40110930000,41595,4,South Australia,45340,Onkaparinga (C),2565,50498.0,140
518,Wilmington Hotel,"1 Main N Rd, Wilmington SA 5485, Australia",Wilmington,5485,-32.6512643,138.0986306,10,40049640000,41599,4,South Australia,41830,Flinders Ranges (DC),331,52547.0,110
519,Windmill Hotel,"94 Main N Rd, Prospect SA 5082, Australia",Prospect,5082,-34.8912622,138.6030843,40,40159942000,41206,4,South Australia,46510,Prospect (C),9131,61611.0,37
520,Windsor Hotel,"410 North East Road, Windsor Gardens SA 5087, Australia",Windsor Gardens,5087,-34.8655596,138.6449204,40,40138180000,41601,4,South Australia,45890,Port Adelaide Enfield (C),6421,48571.0,173
521,Wirrabara Hotel,"65 High St, Wirrabara SA 5481, Australia",Wirrabara,5481,-33.0332434,138.2685131,6,40098430000,41606,4,South Australia,44830,Mount Remarkable (DC),315,38403.0,316
522,Wolseley Hotel,"Railway Terrace N, Wolseley SA 5269, Australia",Wolseley,5269,-36.364735,140.904974,8,40180672000,41615,4,South Australia,47630,Tatiara (DC),117,35258.0,324
523,Wombat Hotel,"19 Taylor St, Kadina SA 5554, Australia",Kadina,5554,-33.9627261,137.7115001,20,40046191000,40640,4,South Australia,41560,Copper Coast (DC),2819,51863.0,119
524,Woodcroft Tavern,"Bains Rd &, Panalatinga Rd, Woodcroft SA 5162, Australia",Woodcroft,5162,-35.1141144,138.547589,40,40125032000,41622,4,South Australia,45340,Onkaparinga (C),18472,45328.0,232
525,Woodside Hotel,"5244/34 Onkaparinga Valley Rd, Woodside SA 5244, Australia",Woodside,5244,-34.9528807,138.8756284,10,40007480000,41627,4,South Australia,40120,Adelaide Hills (DC),2467,51561.0,126
526,Woodville Hotel,"878 Port Rd, Woodville South SA 5011, Australia",Woodville South,5011,-34.880597,138.534049,40,40034890000,41632,4,South Australia,41060,Charles Sturt (C),7125,51583.0,124
527,Woolshed Inn Hotel Motel,"101 Woolshed St, Bordertown SA 5268, Australia",Bordertown,5268,-36.308461,140.773679,20,40179910000,40142,4,South Australia,47630,Tatiara (DC),2412,42745.0,282
528,Woolshed On Hindley,"94/100 Hindley St, Adelaide SA 5000, Australia",Adelaide,5000,-34.923053,138.595928,40,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
529,Wudinna Hotel,"15-17 Burton Terrace, Wudinna SA 5652, Australia",Wudinna,5652,-33.046609,135.461356,10,40063780000,41644,4,South Australia,48640,Wudinna (DC),455,49999.0,147
530,Yankalilla Hotel,"105 Main S Rd, Yankalilla SA 5203, Australia",Yankalilla,5203,-35.4567667,138.3482444,40,40215154000,41659,4,South Australia,48750,Yankalilla (DC),679,40699.0,302
531,Yorke Hotel,"1 Warooka Rd, Yorketown SA 5576, Australia",Yorketown,5576,-35.019227,137.605017,40,40215035700,41673,4,South Australia,48830,Yorke Peninsula (DC),595,43689.0,263
532,Yorke Valley Hotel,"20 Robert St, Maitland SA 5573, Australia",Maitland,5573,-34.3746646,137.6724832,12,40215072300,40799,4,South Australia,48830,Yorke Peninsula (DC),1090,54225.0,95
