,PremisesName,Address,City,PostalCode,Latitude,Longitude,MachineCount,MeshBlockCode,CityCode,StateCode,State,LgaCode,LgaName,PostalCodePopulation,PostalCodeAvgTaxableIncome,PostalCodeRankTaxableIncome
126,Elliston Hotel,"39 Beach Terrace, Elliston SA 5670, Australia",Elliston,5670,-33.6491033,134.8891366,6,40048950000,40401,4,South Australia,41750,Elliston (DC),276,45804.0,224
127,Empire Hotel,"414 Prospect Rd, Kilburn SA 5084, Australia",Kilburn,5084,-34.8629315,138.5922273,40,40142140000,40686,4,South Australia,45890,Port Adelaide Enfield (C),4683,41453.0,298
128,Emu Hotel - Morphett Vale,"132 Main S Rd, Morphett Vale SA 5162, Australia",Morphett Vale,5162,-35.1243346,138.5238755,40,40112170000,40917,4,South Australia,45340,Onkaparinga (C),18472,45328.0,232
129,Esplanade Hotel,"135 Esplanade, Brighton SA 5048, Australia",Brighton,5048,-35.0171838,138.5148463,40,40057990000,40160,4,South Australia,42600,Holdfast Bay (C),8756,58653.0,58
130,Eureka Tavern,"10 Park Terrace, Salisbury SA 5108, Australia",Salisbury,5108,-34.763464,138.641736,40,40164461000,41275,4,South Australia,47140,Salisbury (C),19239,43160.0,274
131,Exchange Tavern,"155 Murray St, Gawler SA 5118, Australia",Gawler,5118,-34.5965361,138.7493889,12,40050490000,40469,4,South Australia,42030,Gawler (T),10640,52422.0,111
132,Exeter Hotel,"152 Semaphore Rd, Exeter SA 5019, Australia",Exeter,5019,-34.8402778,138.4902778,40,40145460000,40423,4,South Australia,45890,Port Adelaide Enfield (C),5160,57257.0,67
133,Feathers Hotel,"516 Glynburn Rd, Burnside SA 5066, Australia",Burnside,5066,-34.9376666,138.660327,40,40017980000,40192,4,South Australia,40700,Burnside (C),8116,79145.0,9
134,Federal Hotel,"121 Main St, Peterborough SA 5422, Australia",Peterborough,5422,-32.9729562,138.8392708,5,40129031000,41130,4,South Australia,45540,Peterborough (DC),630,40611.0,304
135,Federal Hotel,"25 Semaphore Rd, Semaphore SA 5019, Australia",Semaphore,5019,-34.8384105,138.4823449,40,40145110000,41316,4,South Australia,45890,Port Adelaide Enfield (C),5160,57257.0,67
136,Federal Hotel Motel,"112 Commercial St E, Mount Gambier SA 5290, Australia",Mount Gambier,5290,-37.8307819,140.7871068,14,40095360000,40940,4,South Australia,44620,Mount Gambier (C),14686,49042.0,166
137,Findon Hotel,"261 Grange Rd, Findon SA 5023, Australia",Findon,5023,-34.905069,138.536036,40,40034940000,40431,4,South Australia,41060,Charles Sturt (C),8977,47359.0,193
138,First Commercial Inn,"29-31 Commercial Rd, Port Adelaide SA 5015, Australia",Port Adelaide,5015,-34.8434686,138.5050373,10,40150771000,41173,4,South Australia,45890,Port Adelaide Enfield (C),3526,52167.0,115
139,Flagstaff Hotel,"1497-1503 Main S Rd, Darlington SA 5047, Australia",Darlington,5047,-35.0272222,138.5586111,40,40071850000,40347,4,South Australia,44060,Marion (C),4461,46797.0,203
140,Flanagans Irish Pub,"6 Ferrers St, Mount Gambier SA 5290, Australia",Mount Gambier,5290,-37.82989,140.7818,40,40095360000,40940,4,South Australia,44620,Mount Gambier (C),14686,49042.0,166
141,Frances Hotel,"Railway Terrace, Frances SA 5262, Australia",Frances,5262,-36.71294839999999,140.9540996,11,40101750000,40456,4,South Australia,45090,Naracoorte and Lucindale (DC),327,43289.0,270
142,Franklin Harbour Hotel,"1 Main St, Cowell SA 5602, Australia",Cowell,5602,-33.6847222,136.9266667,10,40050022000,40316,4,South Australia,41960,Franklin Harbour (DC),696,46539.0,211
143,Freeling Hotel,"1 Hanson St, Freeling SA 5372, Australia",Freeling,5372,-34.4543522,138.8087666,5,40064800000,40460,4,South Australia,43650,Light (RegC),1268,49761.0,152
144,Gaslight Tavern,"36 Chief St, Brompton SA 5007, Australia",Brompton,5007,-34.9020433,138.5753425,15,40040810000,40165,4,South Australia,41060,Charles Sturt (C),4256,54415.0,91
145,Gawler Arms Hotel,"102 Murray St, Gawler SA 5118, Australia",Gawler,5118,-34.5982162,138.7484723,40,40050490000,40469,4,South Australia,42030,Gawler (T),10640,52422.0,111
146,General Havelock Hotel,"162 Hutt St, Adelaide SA 5000, Australia",Adelaide,5000,-34.9309723,138.612459,8,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
147,Gepps Cross Ale House,"560 Main N Rd, Blair Athol SA 5084, Australia",Blair Athol,5084,-34.8484391,138.5997338,40,40142270000,40118,4,South Australia,45890,Port Adelaide Enfield (C),4683,41453.0,298
148,German Arms,"69 Main St, Hahndorf SA 5245, Australia",Hahndorf,5245,-35.0280556,138.8088889,40,40092650000,40542,4,South Australia,44550,Mount Barker (DC),1972,56385.0,74
149,Gilbert Street Hotel,"88 Gilbert St, Adelaide SA 5000, Australia",Adelaide,5000,-34.9343271,138.5970966,11,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
150,Glendambo Hotel Motel,"104 Stuart Hwy, Glendambo SA 5710, Australia",Glendambo,5710,-30.9694398,135.7505586,8,40242760000,40499,4,South Australia,49399,Unincorporated SA,1263,58040.0,63
151,Glenelg Footballers Club,"Brighton Rd, Glenelg East SA 5045, Australia",Glenelg East,5045,-34.9834945,138.5218572,40,40055000000,40501,4,South Australia,42600,Holdfast Bay (C),10400,64336.0,29
152,Glenelg Jetty Hotel,"28 Jetty Rd, Glenelg SA 5045, Australia",Glenelg,5045,-34.980619,138.51268,40,40054740000,40500,4,South Australia,42600,Holdfast Bay (C),10400,64336.0,29
153,Glynde Hotel,"492 Payneham Rd, Glynde SA 5070, Australia",Glynde,5070,-34.8897576,138.656252,40,40103810000,40510,4,South Australia,45290,Norwood Payneham St Peters (C),8398,54829.0,88
154,Golden Fleece Hotel Gawler,"77 Murray St, Gawler SA 5118, Australia",Gawler,5118,-34.5998077,138.7494202,30,40050490000,40469,4,South Australia,42030,Gawler (T),10640,52422.0,111
155,Golden Grain Hotel,"9 Railway Terrace S, Pinnaroo SA 5304, Australia",Pinnaroo,5304,-35.261518,140.90635,6,40178981000,41149,4,South Australia,47290,Southern Mallee (DC),557,44395.0,248
156,Golden Grove Tavern,"Golden Grove Rd, Surrey Downs SA 5126, Australia",Surrey Downs,5126,-34.8059249,138.7011264,40,40181941000,41396,4,South Australia,47700,Tea Tree Gully (C),4375,51125.0,135
157,Golden Port Tavern,"144 St Vincent St, Port Adelaide SA 5015, Australia",Port Adelaide,5015,-34.8449698,138.5034276,12,40150771000,41173,4,South Australia,45890,Port Adelaide Enfield (C),3526,52167.0,115
158,Golden Wattle Hotel,"110 Pirie St, Adelaide SA 5000, Australia",Adelaide,5000,-34.9254328,138.6040014,20,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
159,Goodwood Park Hotel,"75 Goodwood Rd, Goodwood SA 5034, Australia",Goodwood,5034,-34.9485746,138.5896127,40,40197520000,40515,4,South Australia,47980,Unley (C),6530,71525.0,17
160,Goolwa Hotel,"7 Cadell St, Goolwa SA 5214, Australia",Goolwa,5214,-35.5024661,138.7830599,40,40008820000,40516,4,South Australia,40220,Alexandrina (DC),4071,40545.0,305
161,Grand Hotel Millicent,"George St, Millicent SA 5280, Australia",Millicent,5280,-37.5948875,140.3539912,25,40205300000,40870,4,South Australia,48340,Wattle Range (DC),4016,50117.0,145
162,Grand Junction Tavern,"174 Grand Jct Rd, Pennington SA 5013, Australia",Pennington,5013,-34.8514725,138.529976,40,40041911000,41123,4,South Australia,41060,Charles Sturt (C),5008,46204.0,217
163,Grand Tasman Hotel,"94 Tasman Terrace, Port Lincoln SA 5606, Australia",Port Lincoln,5606,-34.7213506,135.8607966,40,40067580000,41187,4,South Australia,43710,Lower Eyre Peninsula (DC),8609,50977.0,136
164,Grange Hotel,"489 Esplanade, Grange SA 5022, Australia",Grange,5022,-34.9023893,138.4895041,40,40030430000,40524,4,South Australia,41060,Charles Sturt (C),9987,68287.0,22
165,Grays Inn,"63 Gawler St, Mount Barker SA 5251, Australia",Mount Barker,5251,-35.0661232,138.8607797,40,40092432000,40923,4,South Australia,44550,Mount Barker (DC),8596,51261.0,131
166,Great Eastern Hotel,"71 North Terrace, Littlehampton SA 5250, Australia",Littlehampton,5250,-35.048652,138.8645751,9,40092731000,40763,4,South Australia,44550,Mount Barker (DC),2267,55975.0,79
167,Great Northern Hotel,"34 Hallett Pl, Port Lincoln SA 5606, Australia",Port Lincoln,5606,-34.7192206,135.8547881,40,40067580000,41187,4,South Australia,43710,Lower Eyre Peninsula (DC),8609,50977.0,136
168,Greenock Creek Tavern,"2 Murray St, Greenock SA 5360, Australia",Greenock,5360,-34.4577446,138.9272308,8,40064390000,40530,4,South Australia,43650,Light (RegC),765,53587.0,102
169,Greyhound Racing SA,"55 Cardigan St, Angle Park SA 5010, Australia",Angle Park,5010,-34.8562758,138.5623256,40,40149100000,40030,4,South Australia,45890,Port Adelaide Enfield (C),2602,43250.0,272
170,Griffins Head,"38 Hindmarsh Square, Adelaide SA 5000, Australia",Adelaide,5000,-34.9238039,138.6066325,28,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
171,Grosvenor Hotel,"40 Ocean St, Victor Harbor SA 5211, Australia",Victor Harbor,5211,-35.5539556,138.6231236,28,40199800000,41489,4,South Australia,48050,Victor Harbor (C),7775,40525.0,306
172,Gumeracha Hotel,"30 Albert St, Gumeracha SA 5233, Australia",Gumeracha,5233,-34.8238694,138.8848083,6,40006801000,40536,4,South Australia,40120,Adelaide Hills (DC),864,53784.0,99
173,Hackney Hotel,"95 Hackney Rd, Hackney SA 5069, Australia",Hackney,5069,-34.9102695,138.6132226,40,40106690000,40541,4,South Australia,45290,Norwood Payneham St Peters (C),5370,81058.0,7
174,Hahndorf Old Mill,"98 Main Street, Hahndorf SA 5245, Australia",Hahndorf,5245,-35.0266623,138.8084123,40,40092650000,40542,4,South Australia,44550,Mount Barker (DC),1972,56385.0,74
175,Halfway Hotel Beverley,"668 Port Rd, Beverley SA 5009, Australia",Beverley,5009,-34.8901858,138.5484513,40,40034911000,40100,4,South Australia,41060,Charles Sturt (C),2902,49743.0,153
176,Hamley Bridge Hotel,"17 Light St, Hamley Bridge SA 5401, Australia",Hamley Bridge,5401,-34.3571733,138.6831748,8,40064780000,40552,4,South Australia,43650,Light (RegC),437,47659.0,191
177,Hampstead Hotel,"143 North East Road, Collinswood SA 5081, Australia",Collinswood,5081,-34.8842763,138.6197488,39,40159970000,40284,4,South Australia,46510,Prospect (C),6077,92916.0,3
178,Hannahville Hotel,"30 Gibson St, Port Augusta SA 5700, Australia",Port Augusta,5700,-32.4941667,137.7619444,20,40152541000,41175,4,South Australia,46090,Port Augusta (C),5427,52060.0,117
179,Hawker Hotel Motel,"80 Elder Terrace, Hawker SA 5434, Australia",Hawker,5434,-31.8864713,138.4206863,9,40049590000,40566,4,South Australia,41830,Flinders Ranges (DC),237,48448.0,178
180,Hendon Hotel,"120 Tapleys Hill Rd, Royal Park SA 5014, Australia",Royal Park,5014,-34.8744882,138.511886,40,40038100000,41269,4,South Australia,41060,Charles Sturt (C),6570,49462.0,155
181,Henley Hotel,"157 Esplanade, Henley Beach SA 5022, Australia",Henley Beach,5022,-34.9255218,138.4953461,40,40030450000,40578,4,South Australia,41060,Charles Sturt (C),9987,68287.0,22
182,Highbury Hotel,"1017 Lower North East Rd, Highbury SA 5089, Australia",Highbury,5089,-34.8521997,138.7019131,40,40184360000,40581,4,South Australia,47700,Tea Tree Gully (C),4275,54869.0,87
183,Highlander Hotel,"647 North East Road, Gilles Plains SA 5086, Australia",Gilles Plains,5086,-34.8521843,138.665451,40,40138240000,40490,4,South Australia,45890,Port Adelaide Enfield (C),8755,48733.0,170
184,Highway Inn,"290 Anzac Hwy, Plympton SA 5038, Australia",Plympton,5038,-34.9647222,138.5544444,40,40207460000,41153,4,South Australia,48410,West Torrens (C),9478,48463.0,177
185,Hilton Hotel,"264 South Rd, Hilton SA 5033, Australia",Hilton,5033,-34.9316823,138.5699558,40,40207000000,40589,4,South Australia,48410,West Torrens (C),4625,48510.0,176
186,Holdfast Hotel,"83 Brighton Rd, Glenelg South SA 5045, Australia",Glenelg South,5045,-34.98513519999999,138.5201415,40,40054860000,40503,4,South Australia,42600,Holdfast Bay (C),10400,64336.0,29
187,Hope Inn Hotel,"348 Port Rd, Hindmarsh SA 5007, Australia",Hindmarsh,5007,-34.9024706,138.5671539,40,40035440000,40591,4,South Australia,41060,Charles Sturt (C),4256,54415.0,91
188,Hotel Arno,"Arno Bay SA 5603, Australia",Arno Bay,5603,-33.9164758,136.5728159,8,40045490000,40041,4,South Australia,41190,Cleve (DC),269,49070.0,164
189,Hotel Augusta,"3 Loudon Rd, Port Augusta West SA 5700, Australia",Port Augusta West,5700,-32.4852654,137.7582926,17,40152731000,41176,4,South Australia,46090,Port Augusta (C),5427,52060.0,117
190,Hotel Balhannah,"78 Onkaparinga Valley Rd, Balhannah SA 5242, Australia",Balhannah,5242,-34.9905943,138.8264515,19,40007450000,40065,4,South Australia,40120,Adelaide Hills (DC),1033,60198.0,50
191,Hotel Barker,"32 Gawler St, Mount Barker SA 5251, Australia",Mount Barker,5251,-35.0672338,138.8590251,40,40092432000,40923,4,South Australia,44550,Mount Barker (DC),8596,51261.0,131
192,Hotel Bay View,"11-13 Forsyth St, Whyalla SA 5600, Australia",Whyalla,5600,-33.0342953,137.5841574,40,40214945200,41571,4,South Australia,48540,Whyalla (C),3504,60315.0,49
193,Hotel Boston,"19-21 King St, Port Lincoln SA 5606, Australia",Port Lincoln,5606,-34.7224086,135.865463,40,40067580000,41187,4,South Australia,43710,Lower Eyre Peninsula (DC),8609,50977.0,136
194,Hotel Central,"41 Torrens Rd, Riverton SA 5412, Australia",Riverton,5412,-34.1596551,138.7473146,10,40044540000,41250,4,South Australia,41140,Clare and Gilbert Valleys (DC),620,47040.0,201
195,Hotel Commonwealth,"73 Commercial Rd, Port Augusta SA 5700, Australia",Port Augusta,5700,-32.493089,137.762865,29,40152541000,41175,4,South Australia,46090,Port Augusta (C),5427,52060.0,117
196,Hotel Crown,"2 Ocean St, Victor Harbor SA 5211, Australia",Victor Harbor,5211,-35.55555560000001,138.6236111,40,40199800000,41489,4,South Australia,48050,Victor Harbor (C),7775,40525.0,306
197,Hotel Elliot,"35 The Strand, Port Elliot SA 5212, Australia",Port Elliot,5212,-35.532177,138.6813354,10,40008440000,41180,4,South Australia,40220,Alexandrina (DC),1161,38328.0,318
198,Hotel Enfield,"184 Hampstead Rd, Clearview SA 5085, Australia",Clearview,5085,-34.8653974,138.6183041,40,40142340000,40264,4,South Australia,45890,Port Adelaide Enfield (C),10964,50432.0,141
199,Hotel Excelsior Brompton,"110 Coglin St, Brompton SA 5007, Australia",Brompton,5007,-34.8962556,138.5752722,40,40040810000,40165,4,South Australia,41060,Charles Sturt (C),4256,54415.0,91
200,Hotel Eyre,"39 Playford Ave, Whyalla Playford SA 5600, Australia",Whyalla Playford,5600,-33.029167,137.568069,40,40214953500,41575,4,South Australia,48540,Whyalla (C),3504,60315.0,49
201,Hotel Finsbury,"49 Hanson Rd, Woodville North SA 5012, Australia",Woodville North,5012,-34.8693352,138.547821,40,40040982000,41630,4,South Australia,41060,Charles Sturt (C),5146,41735.0,294
202,Hotel Loxton,"45 East Terrace, Loxton SA 5333, Australia",Loxton,5333,-34.4499157,140.5687946,40,40067840000,40782,4,South Australia,43790,Loxton Waikerie (DC),3412,45893.0,222
203,Hotel Maitland,"33 Robert St, Maitland SA 5573, Australia",Maitland,5573,-34.3737675,137.6733604,10,40215072300,40799,4,South Australia,48830,Yorke Peninsula (DC),1090,54225.0,95
204,Hotel Mclaren,"208 Main Rd, McLaren Vale SA 5171, Australia",McLaren Vale,5171,-35.2133527,138.5353793,30,40110992000,40843,4,South Australia,45340,Onkaparinga (C),3785,50893.0,137
205,Hotel Peterborough,"2A Railway St, Peterborough SA 5422, Australia",Peterborough,5422,-32.970872,138.835797,16,40129031000,41130,4,South Australia,45540,Peterborough (DC),630,40611.0,304
206,Hotel Richmond,"128 Rundle Mall, Adelaide SA 5000, Australia",Adelaide,5000,-34.9225,138.6041667,40,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
207,Hotel Risdon,"22 Moppett Rd, Port Pirie West SA 5540, Australia",Port Pirie West,5540,-33.1851269,138.0016415,40,40156960000,41197,4,South Australia,46450,Port Pirie City and Dists (M),7028,49192.0,161
208,Hotel Royal,"180 Henley Beach Rd, Torrensville SA 5031, Australia",Torrensville,5031,-34.9238889,138.5608333,40,40207140000,41450,4,South Australia,48410,West Torrens (C),5739,52684.0,107
209,Hotel Seaton,"253 Tapleys Hill Rd, Seaton SA 5023, Australia",Seaton,5023,-34.890395,138.513917,40,40038030000,41307,4,South Australia,41060,Charles Sturt (C),8977,47359.0,193
210,Hotel Spencer,"1 Forsyth St, Whyalla SA 5600, Australia",Whyalla,5600,-33.0348889,137.5851845,20,40214945200,41571,4,South Australia,48540,Whyalla (C),3504,60315.0,49
211,Hotel Sussex,"68 Walkerville Terrace, Walkerville SA 5081, Australia",Walkerville,5081,-34.897431,138.615118,38,40203590000,41498,4,South Australia,48260,Walkerville (M),6077,92916.0,3
212,Hotel Victory,"Old Sellicks Hill Rd, Sellicks Hill SA 5174, Australia",Sellicks Hill,5174,-35.3294311,138.4737852,30,40111440000,41315,4,South Australia,45340,Onkaparinga (C),1511,45521.0,229
213,Hotel Wright Street ,"130 Wright St, Adelaide SA 5000, Australia",Adelaide,5000,-34.9316525,138.5953152,28,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
214,Hyde Park Tavern,"187 King William Rd, Hyde Park SA 5061, Australia",Hyde Park,5061,-34.9556325,138.6002675,40,40197480000,40611,4,South Australia,47980,Unley (C),6587,93871.0,2
215,International Hotel Port Pirie,"40 Ellen St, Port Pirie SA 5540, Australia",Port Pirie,5540,-33.1751865,138.0098419,32,40156882000,41195,4,South Australia,46450,Port Pirie City and Dists (M),7028,49192.0,161
216,Islanders Tavern,"Tolarno Dr, Hindmarsh Island SA 5214, Australia",Hindmarsh Island,5214,-35.513502,138.7989256,17,40008450000,40592,4,South Australia,40220,Alexandrina (DC),4071,40545.0,305
217,Jackpots On Pulteney,"471 Pulteney St, Adelaide SA 5000, Australia",Adelaide,5000,-34.9350389,138.6061926,40,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
218,Jackpots on Hindley,"65 Hindley St, Adelaide SA 5000, Australia",Adelaide,5000,-34.9235534,138.5969471,30,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
219,James Place Hotel,"21 James Pl, Adelaide SA 5000, Australia",Adelaide,5000,-34.923646,138.600582,33,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
220,Jamestown Hotel,"79 Ayr St, Jamestown SA 5491, Australia",Jamestown,5491,-33.2057381,138.6035072,9,40102881000,40629,4,South Australia,45120,Northern Areas (DC),1091,53724.0,100
221,Jens Town Hall Hotel,"40 Commercial St E, Mount Gambier SA 5290, Australia",Mount Gambier,5290,-37.8290661,140.7819503,40,40095360000,40940,4,South Australia,44620,Mount Gambier (C),14686,49042.0,166
222,Joiners Arms,"9 Manton St, Hindmarsh SA 5007, Australia",Hindmarsh,5007,-34.9079757,138.5717178,26,40035440000,40591,4,South Australia,41060,Charles Sturt (C),4256,54415.0,91
223,Junction Hotel,"121 Main St, Peterborough SA 5422, Australia",Peterborough,5422,-32.9729562,138.8392708,10,40129031000,41130,4,South Australia,45540,Peterborough (DC),630,40611.0,304
224,Kadina Hotel,"5554/29 Taylor St, Kadina SA 5554, Australia",Kadina,5554,-33.9623769,137.7125523,40,40046191000,40640,4,South Australia,41560,Copper Coast (DC),2819,51863.0,119
225,Karoonda Hotel,"15 Railway Terrace, Karoonda SA 5307, Australia",Karoonda,5307,-35.094449,139.8962359,5,40062340000,40664,4,South Australia,43080,Karoonda East Murray (DC),329,42512.0,284
226,Keith Hotel,"2 Makin St, Keith SA 5267, Australia",Keith,5267,-36.0990917,140.3538827,27,40180030000,40668,4,South Australia,47630,Tatiara (DC),1277,44711.0,246
227,Kensington Hotel,"23 Regent St, Kensington SA 5068, Australia",Kensington,5068,-34.9216667,138.6452778,40,40106150000,40671,4,South Australia,45290,Norwood Payneham St Peters (C),7750,72335.0,16
228,Kent Town Hotel,"76 Rundle St, Kent Town SA 5067, Australia",Kent Town,5067,-34.9197468,138.6202876,30,40106100000,40674,4,South Australia,45290,Norwood Payneham St Peters (C),6601,75339.0,13
229,Kentish,"23 Stanley St, North Adelaide SA 5006, Australia",North Adelaide,5006,-34.904678,138.609201,8,40000080000,41029,4,South Australia,40070,Adelaide (C),4183,90092.0,5
230,Kersbrook Tavern,"49 Scott St, Kersbrook SA 5231, Australia",Kersbrook,5231,-34.78008,138.8547105,10,40006770000,40678,4,South Australia,40120,Adelaide Hills (DC),699,60700.0,44
231,Kimba Gateway Hotel,"40 High St, Kimba SA 5641, Australia",Kimba,5641,-33.139111,136.4202726,12,40062650000,40688,4,South Australia,43220,Kimba (DC),651,47350.0,194
232,Kingsford Hotel,"32 Murray St, Gawler SA 5118, Australia",Gawler,5118,-34.6009715,138.7491416,40,40050490000,40469,4,South Australia,42030,Gawler (T),10640,52422.0,111
233,Lakes Resort,"141 Brebner Dr, West Lakes SA 5021, Australia",West Lakes,5021,-34.8802146,138.4886551,40,40030670000,41554,4,South Australia,41060,Charles Sturt (C),3932,58756.0,57
234,Lameroo Hotel Motel,"80 Railway Terrace N, Lameroo SA 5302, Australia",Lameroo,5302,-35.32882,140.518073,6,40178870000,40740,4,South Australia,47290,Southern Mallee (DC),532,49949.0,148
235,Land Of Promise Hotel,"172 Port Rd, Hindmarsh SA 5007, Australia",Hindmarsh,5007,-34.905793,138.572062,6,40035440000,40591,4,South Australia,41060,Charles Sturt (C),4256,54415.0,91
236,Largs Pier,"198 Esplanade, Largs Bay SA 5016, Australia",Largs Bay,5016,-34.8255995,138.4865626,40,40144880000,40743,4,South Australia,45890,Port Adelaide Enfield (C),5125,55733.0,82
237,Leitchs Roseworthy Hotel,"3 Main N Rd, Roseworthy SA 5371, Australia",Roseworthy,5371,-34.53400999999999,138.75009,8,40064470000,41264,4,South Australia,43650,Light (RegC),863,50251.0,144
238,Lincoln South Club,"44 Tennant St, Port Lincoln SA 5606, Australia",Port Lincoln,5606,-34.7338809,135.8484153,20,40067580000,41187,4,South Australia,43710,Lower Eyre Peninsula (DC),8609,50977.0,136
239,Links Hotel Motel,"346 Tapleys Hill Rd, Seaton SA 5023, Australia",Seaton,5023,-34.9015076,138.5138532,40,40038030000,41307,4,South Australia,41060,Charles Sturt (C),8977,47359.0,193
240,Lockleys Hotel,"493 Henley Beach Rd, Fulham SA 5024, Australia",Fulham,5024,-34.9265832,138.5189063,40,40210750000,40462,4,South Australia,48410,West Torrens (C),8766,56214.0,78
241,Lonsdale Hotel,"25/27 Sherriffs Rd, Lonsdale SA 5160, Australia",Lonsdale,5160,-35.1054515,138.5051966,40,40079990000,40772,4,South Australia,44060,Marion (C),128,53950.0,97
242,Lord Melbourne Hotel,"63 Melbourne St, North Adelaide SA 5006, Australia",North Adelaide,5006,-34.90646,138.60909,20,40000080000,41029,4,South Australia,40070,Adelaide (C),4183,90092.0,5
243,Lower Light Hotel,"33 Port Wakefield Rd, Lower Light SA 5501, Australia",Lower Light,5501,-34.5319949,138.4364426,4,40069130000,40780,4,South Australia,40150,Adelaide Plains (DC),4007,51241.0,132
244,Loxton Club,"27-29 Bookpurnong Terrace, Loxton SA 5333, Australia",Loxton,5333,-34.4505608,140.5746365,27,40067840000,40782,4,South Australia,43790,Loxton Waikerie (DC),3412,45893.0,222
245,Lucindale Hotel,"20 Musgrave Ave, Lucindale SA 5272, Australia",Lucindale,5272,-36.9727797,140.3683306,6,40101631000,40784,4,South Australia,45090,Naracoorte and Lucindale (DC),533,54532.0,89
246,Lyndoch Hotel,"1 Gilbert St, Lyndoch SA 5351, Australia",Lyndoch,5351,-34.6016783,138.8907584,15,40014300000,40787,4,South Australia,40310,Barossa (DC),3490,51645.0,123
247,Lyrup Community Club,"Downer Ave, Lyrup SA 5343, Australia",Lyrup,5343,-34.256177,140.6513717,8,40162380000,40789,4,South Australia,46670,Renmark Paringa (DC),2714,45504.0,230
248,Macclesfield Hotel,"31 Venables St, Macclesfield SA 5153, Australia",Macclesfield,5153,-35.1727101,138.8367788,7,40011320000,40791,4,South Australia,40220,Alexandrina (DC),4039,60424.0,47
249,Macs Hotel,"21 Bay Rd, Mount Gambier SA 5290, Australia",Mount Gambier,5290,-37.8302778,140.78,32,40095360000,40940,4,South Australia,44620,Mount Gambier (C),14686,49042.0,166
250,Maid Of Auckland Hotel,"926 South Rd, Edwardstown SA 5039, Australia",Edwardstown,5039,-34.9753815,138.5733298,40,40076351000,40391,4,South Australia,44060,Marion (C),5093,51752.0,120
251,Maid and Magpie Hotel,"1 Magill Rd, Stepney SA 5069, Australia",Stepney,5069,-34.915477,138.6231875,40,40106811000,41369,4,South Australia,45290,Norwood Payneham St Peters (C),5370,81058.0,7
252,Mallala Hotel,"1 Adelaide Rd, Mallala SA 5502, Australia",Mallala,5502,-34.4383333,138.51,6,40069330000,40802,4,South Australia,40150,Adelaide Plains (DC),864,54300.0,94
253,Mannum Club,"66 Randell St, Mannum SA 5238, Australia",Mannum,5238,-34.9129448,139.3130646,22,40082722000,40811,4,South Australia,44210,Mid Murray (DC),2021,40685.0,303
254,Mannum Hotel,"15 Randell St, Mannum SA 5238, Australia",Mannum,5238,-34.9107511,139.3154897,7,40082722000,40811,4,South Australia,44210,Mid Murray (DC),2021,40685.0,303
255,Mansfield Park Hotel,"426 Grand Jct Rd, Mansfield Park SA 5012, Australia",Mansfield Park,5012,-34.8506642,138.5523795,40,40148540000,40813,4,South Australia,45890,Port Adelaide Enfield (C),5146,41735.0,294
256,Mansions Tavern,"21 Pulteney St, Adelaide SA 5000, Australia",Adelaide,5000,-34.9220288,138.6052926,40,40000010000,40002,4,South Australia,40070,Adelaide (C),7785,63332.0,33
257,Marina Hotel,"13 Jubilee Dr, Port Lincoln SA 5606, Australia",Port Lincoln,5606,-34.742936,135.8744595,40,40067580000,41187,4,South Australia,43710,Lower Eyre Peninsula (DC),8609,50977.0,136
258,Marion Hotel,"849 Marion Rd, Mitchell Park SA 5043, Australia",Mitchell Park,5043,-35.0041392,138.5579908,40,40071941000,40886,4,South Australia,44060,Marion (C),9874,46835.0,202
259,Marion Sports and Community Club,"262 Sturt Rd, Marion SA 5043, Australia",Marion,5043,-35.0165296,138.5525547,40,40072050000,40821,4,South Australia,44060,Marion (C),9874,46835.0,202
260,Marree Hotel,"Railway Terrace S, Marree SA 5733, Australia",Marree,5733,-29.6485142,138.0645605,8,40227070000,40829,4,South Australia,49399,Unincorporated SA,53,59081.0,56
261,Marryatville Hotel,"239 Kensington Rd, Marryatville SA 5068, Australia",Marryatville,5068,-34.926163,138.649888,40,40106160000,40830,4,South Australia,45290,Norwood Payneham St Peters (C),7750,72335.0,16
262,Mawson Lakes Hotel,"10 Main St, Mawson Lakes SA 5095, Australia",Mawson Lakes,5095,-34.809918,138.617375,40,40177360000,40835,4,South Australia,47140,Salisbury (C),11753,51433.0,129
263,Maylands Hotel,"67 Phillis St, Maylands SA 5069, Australia",Maylands,5069,-34.9101697,138.6374505,40,40106290000,40837,4,South Australia,45290,Norwood Payneham St Peters (C),5370,81058.0,7
264,Mccracken Country Club,"McCracken Dr, Victor Harbor SA 5211, Australia",Victor Harbor,5211,-35.5340943,138.6330065,20,40199800000,41489,4,South Australia,48050,Victor Harbor (C),7775,40525.0,306
